sock_id,pattern,dominant_color,fabric,foot,size_band,temperature_c,spin_cycle_rpm,static_cling_score,pair_probability,split
sock-01206,plain,teal,cotton,left,large,61.4,1338,0.74,0.710,train
sock-01207,dots,white,modal,right,xl,63.3,1361,0.03,0.510,train
sock-01208,stripes,coral,linen,ambiguous,small,65.2,1384,0.32,0.520,train
sock-01209,tiny-stars,lavender,polyblend,left,medium,67.1,1407,0.61,0.830,train
sock-01210,ribbed,navy,bamboo,right,large,69.0,1430,0.90,0.920,train
sock-01211,heather,yellow,wool,ambiguous,xl,70.9,1453,0.19,0.640,train
sock-01212,chevron,black,cotton,left,small,72.8,1476,0.48,0.740,train
sock-01213,argyle,green,modal,right,medium,25.7,1499,0.77,0.540,train
sock-01214,plain,burgundy,linen,ambiguous,large,27.6,622,0.06,0.600,train
sock-01215,dots,charcoal,polyblend,left,xl,29.5,645,0.35,0.840,train
sock-01216,stripes,teal,bamboo,right,small,31.4,668,0.64,0.840,train
sock-01217,tiny-stars,white,wool,ambiguous,medium,33.3,691,0.93,0.580,train
sock-01218,ribbed,coral,cotton,left,large,35.2,714,0.22,0.660,train
sock-01219,heather,lavender,modal,right,xl,37.1,737,0.51,0.600,train
sock-01220,chevron,navy,linen,ambiguous,small,39.0,760,0.80,0.630,train
sock-01221,argyle,yellow,polyblend,left,medium,40.9,783,0.09,0.430,train
sock-01222,plain,black,bamboo,right,large,42.8,806,0.38,0.990,train
sock-01223,dots,green,wool,ambiguous,xl,44.7,829,0.67,0.660,train
sock-01224,stripes,burgundy,cotton,left,small,46.6,852,0.96,0.670,train
sock-01225,tiny-stars,charcoal,modal,right,medium,48.5,875,0.25,0.610,train
sock-01226,ribbed,teal,linen,ambiguous,large,50.4,898,0.54,0.550,train
sock-01227,heather,white,polyblend,left,xl,52.3,921,0.83,0.420,train
sock-01228,chevron,coral,bamboo,right,small,54.2,944,0.12,0.860,train
sock-01229,argyle,lavender,wool,ambiguous,medium,56.1,967,0.41,0.620,train
sock-01230,plain,navy,cotton,left,large,58.0,990,0.70,0.840,train
sock-01231,dots,yellow,modal,right,xl,59.9,1013,0.99,0.620,train
sock-01232,stripes,black,linen,ambiguous,small,61.8,1036,0.28,0.650,train
sock-01233,tiny-stars,green,polyblend,left,medium,63.7,1059,0.57,0.500,train
sock-01234,ribbed,burgundy,bamboo,right,large,65.6,1082,0.86,0.870,train
sock-01235,heather,charcoal,wool,ambiguous,xl,67.5,1105,0.15,0.680,train
sock-01236,chevron,teal,cotton,left,small,69.4,1128,0.44,0.690,train
sock-01237,argyle,white,modal,right,medium,71.3,1151,0.73,0.510,train
sock-01238,plain,coral,linen,ambiguous,large,24.2,1174,0.02,0.640,train
sock-01239,dots,lavender,polyblend,left,xl,26.1,1197,0.31,0.510,train
sock-01240,stripes,navy,bamboo,right,small,28.0,1220,0.60,0.970,train
sock-01241,tiny-stars,yellow,wool,ambiguous,medium,29.9,1243,0.89,0.690,train
sock-01242,ribbed,black,cotton,left,large,31.8,1266,0.18,0.790,train
sock-01243,heather,green,modal,right,xl,33.7,1289,0.47,0.640,train
sock-01244,chevron,burgundy,linen,ambiguous,small,35.6,1312,0.76,0.580,train
sock-01245,argyle,charcoal,polyblend,left,medium,37.5,1335,0.05,0.470,train
sock-01246,plain,teal,bamboo,right,large,39.4,1358,0.34,0.960,train
sock-01247,dots,white,wool,ambiguous,xl,41.3,1381,0.63,0.630,train
sock-01248,stripes,coral,cotton,left,small,43.2,1404,0.92,0.710,train
sock-01249,tiny-stars,lavender,modal,right,medium,45.1,1427,0.21,0.650,train
sock-01250,ribbed,navy,linen,ambiguous,large,47.0,1450,0.50,0.680,train
sock-01251,heather,yellow,polyblend,left,xl,48.9,1473,0.79,0.530,train
sock-01252,chevron,black,bamboo,right,small,50.8,1496,0.08,0.990,train
sock-01253,argyle,green,wool,ambiguous,medium,52.7,619,0.37,0.660,train
sock-01254,plain,burgundy,cotton,left,large,54.6,642,0.66,0.790,train
sock-01255,dots,charcoal,modal,right,xl,56.5,665,0.95,0.660,train
sock-01256,stripes,teal,linen,ambiguous,small,58.4,688,0.24,0.600,train
sock-01257,tiny-stars,white,polyblend,left,medium,60.3,711,0.53,0.470,train
sock-01258,ribbed,coral,bamboo,right,large,62.2,734,0.82,0.540,train
sock-01259,heather,lavender,wool,ambiguous,xl,64.1,757,0.11,0.720,train
sock-01260,chevron,navy,cotton,left,small,66.0,780,0.40,0.820,train
sock-01261,argyle,yellow,modal,right,medium,67.9,803,0.69,0.620,train
sock-01262,plain,black,linen,ambiguous,large,69.8,826,0.98,0.770,train
sock-01263,dots,green,polyblend,left,xl,71.7,849,0.27,0.550,train
sock-01264,stripes,burgundy,bamboo,right,small,24.6,872,0.56,0.550,train
sock-01265,tiny-stars,charcoal,wool,ambiguous,medium,26.5,895,0.85,0.730,train
sock-01266,ribbed,teal,cotton,left,large,28.4,918,0.14,0.740,train
sock-01267,heather,white,modal,right,xl,30.3,941,0.43,0.610,train
sock-01268,chevron,coral,linen,ambiguous,small,32.2,964,0.72,0.620,train
sock-01269,argyle,lavender,polyblend,left,medium,34.1,987,0.01,0.510,train
sock-01270,plain,navy,bamboo,right,large,36.0,1010,0.30,0.720,train
sock-01271,dots,yellow,wool,ambiguous,xl,37.9,1033,0.59,0.740,train
sock-01272,stripes,black,cotton,left,small,39.8,1056,0.88,0.840,train
sock-01273,tiny-stars,green,modal,right,medium,41.7,1079,0.17,0.690,train
sock-01274,ribbed,burgundy,linen,ambiguous,large,43.6,1102,0.46,0.630,train
sock-01275,heather,charcoal,polyblend,left,xl,45.5,1125,0.75,0.570,train
sock-01276,chevron,teal,bamboo,right,small,47.4,1148,0.04,0.570,train
sock-01277,argyle,white,wool,ambiguous,medium,49.3,1171,0.33,0.630,train
sock-01278,plain,coral,cotton,left,large,51.2,1194,0.62,0.830,train
sock-01279,dots,lavender,modal,right,xl,53.1,1217,0.91,0.700,train
sock-01280,stripes,navy,linen,ambiguous,small,55.0,1240,0.20,0.730,train
sock-01281,tiny-stars,yellow,polyblend,left,medium,56.9,1263,0.49,0.580,train
sock-01282,ribbed,black,bamboo,right,large,58.8,1286,0.78,0.670,train
sock-01283,heather,green,wool,ambiguous,xl,60.7,1309,0.07,0.760,train
sock-01284,chevron,burgundy,cotton,left,small,62.6,1332,0.36,0.770,train
sock-01285,argyle,charcoal,modal,right,medium,64.5,1355,0.65,0.660,train
sock-01286,plain,teal,linen,ambiguous,large,66.4,1378,0.94,0.720,train
sock-01287,dots,white,polyblend,left,xl,68.3,1401,0.23,0.520,train
sock-01288,stripes,coral,bamboo,right,small,70.2,1424,0.52,0.590,train
sock-01289,tiny-stars,lavender,wool,ambiguous,medium,72.1,1447,0.81,0.770,train
sock-01290,ribbed,navy,cotton,left,large,25.0,1470,0.10,0.870,train
sock-01291,heather,yellow,modal,right,xl,26.9,1493,0.39,0.720,train
sock-01292,chevron,black,linen,ambiguous,small,28.8,616,0.68,0.750,train
sock-01293,argyle,green,polyblend,left,medium,30.7,639,0.97,0.550,train
sock-01294,plain,burgundy,bamboo,right,large,32.6,662,0.26,0.670,train
sock-01295,dots,charcoal,wool,ambiguous,xl,34.5,685,0.55,0.410,train
sock-01296,stripes,teal,cotton,left,small,36.4,708,0.84,0.790,train
sock-01297,tiny-stars,white,modal,right,medium,38.3,731,0.13,0.660,train
sock-01298,ribbed,coral,linen,ambiguous,large,40.2,754,0.42,0.670,train
sock-01299,heather,lavender,polyblend,left,xl,42.1,777,0.71,0.610,train
sock-01300,chevron,navy,bamboo,right,small,44.0,800,0.00,0.700,train
sock-01301,argyle,yellow,wool,ambiguous,medium,45.9,823,0.29,0.370,train
sock-01302,plain,black,cotton,left,large,47.8,846,0.58,0.960,train
sock-01303,dots,green,modal,right,xl,49.7,869,0.87,0.740,train
sock-01304,stripes,burgundy,linen,ambiguous,small,51.6,892,0.16,0.680,train
sock-01305,tiny-stars,charcoal,polyblend,left,medium,53.5,915,0.45,0.620,train
sock-01306,ribbed,teal,bamboo,right,large,55.4,938,0.74,0.620,train
sock-01307,heather,white,wool,ambiguous,xl,57.3,961,0.03,0.360,train
sock-01308,chevron,coral,cotton,left,small,59.2,984,0.32,0.810,train
sock-01309,argyle,lavender,modal,right,medium,61.1,1007,0.61,0.700,train
sock-01310,plain,navy,linen,ambiguous,large,63.0,1030,0.90,0.850,train
sock-01311,dots,yellow,polyblend,left,xl,64.9,1053,0.19,0.630,train
sock-01312,stripes,black,bamboo,right,small,66.8,1076,0.48,0.720,train
sock-01313,tiny-stars,green,wool,ambiguous,medium,68.7,1099,0.77,0.440,train
sock-01314,ribbed,burgundy,cotton,left,large,70.6,1122,0.06,0.820,train
sock-01315,heather,charcoal,modal,right,xl,72.5,1145,0.35,0.760,train
sock-01316,chevron,teal,linen,ambiguous,small,25.4,1168,0.64,0.700,train
sock-01317,argyle,white,polyblend,left,medium,27.3,1191,0.93,0.520,train
sock-01318,plain,coral,bamboo,right,large,29.2,1214,0.22,0.710,train
sock-01319,dots,lavender,wool,ambiguous,xl,31.1,1237,0.51,0.450,train
sock-01320,stripes,navy,cotton,left,small,33.0,1260,0.80,0.920,train
sock-01321,tiny-stars,yellow,modal,right,medium,34.9,1283,0.09,0.770,train
sock-01322,ribbed,black,linen,ambiguous,large,36.8,1306,0.38,0.800,train
sock-01323,heather,green,polyblend,left,xl,38.7,1329,0.67,0.650,train
sock-01324,chevron,burgundy,bamboo,right,small,40.6,1352,0.96,0.650,train
sock-01325,argyle,charcoal,wool,ambiguous,medium,42.5,1375,0.25,0.410,train
sock-01326,plain,teal,cotton,left,large,44.4,1398,0.54,0.910,train
sock-01327,dots,white,modal,right,xl,46.3,1421,0.83,0.710,train
sock-01328,stripes,coral,linen,ambiguous,small,48.2,1444,0.12,0.720,train
sock-01329,tiny-stars,lavender,polyblend,left,medium,50.1,1467,0.41,0.660,train
sock-01330,ribbed,navy,bamboo,right,large,52.0,1490,0.70,0.750,train
sock-01331,heather,yellow,wool,ambiguous,xl,53.9,613,0.99,0.470,train
sock-01332,chevron,black,cotton,left,small,55.8,636,0.28,0.570,train
sock-01333,argyle,green,modal,right,medium,57.7,659,0.57,0.740,train
sock-01334,plain,burgundy,linen,ambiguous,large,59.6,682,0.86,0.800,train
sock-01335,dots,charcoal,polyblend,left,xl,61.5,705,0.15,0.670,train
sock-01336,stripes,teal,bamboo,right,small,63.4,728,0.44,0.670,train
sock-01337,tiny-stars,white,wool,ambiguous,medium,65.3,751,0.73,0.410,train
sock-01338,ribbed,coral,cotton,left,large,67.2,774,0.02,0.490,train
sock-01339,heather,lavender,modal,right,xl,69.1,797,0.31,0.800,train
sock-01340,chevron,navy,linen,ambiguous,small,71.0,820,0.60,0.830,train
sock-01341,argyle,yellow,polyblend,left,medium,72.9,843,0.89,0.630,train
sock-01342,plain,black,bamboo,right,large,25.8,866,0.18,0.840,train
sock-01343,dots,green,wool,ambiguous,xl,27.7,889,0.47,0.490,train
sock-01344,stripes,burgundy,cotton,left,small,29.6,912,0.76,0.500,train
sock-01345,tiny-stars,charcoal,modal,right,medium,31.5,935,0.05,0.810,train
sock-01346,ribbed,teal,linen,ambiguous,large,33.4,958,0.34,0.750,train
sock-01347,heather,white,polyblend,left,xl,35.3,981,0.63,0.620,train
sock-01348,chevron,coral,bamboo,right,small,37.2,1004,0.92,0.690,train
sock-01349,argyle,lavender,wool,ambiguous,medium,39.1,1027,0.21,0.450,train
sock-01350,plain,navy,cotton,left,large,41.0,1050,0.50,0.670,train
sock-01351,dots,yellow,modal,right,xl,42.9,1073,0.79,0.820,train
sock-01352,stripes,black,linen,ambiguous,small,44.8,1096,0.08,0.850,train
sock-01353,tiny-stars,green,polyblend,left,medium,46.7,1119,0.37,0.700,train
sock-01354,ribbed,burgundy,bamboo,right,large,48.6,1142,0.66,0.700,train
sock-01355,heather,charcoal,wool,ambiguous,xl,50.5,1165,0.95,0.510,train
sock-01356,chevron,teal,cotton,left,small,52.4,1188,0.24,0.520,train
sock-01357,argyle,white,modal,right,medium,54.3,1211,0.53,0.710,train
sock-01358,plain,coral,linen,ambiguous,large,56.2,1234,0.82,0.840,train
sock-01359,dots,lavender,polyblend,left,xl,58.1,1257,0.11,0.710,train
sock-01360,stripes,navy,bamboo,right,small,60.0,1280,0.40,0.800,train
sock-01361,tiny-stars,yellow,wool,ambiguous,medium,61.9,1303,0.69,0.520,train
sock-01362,ribbed,black,cotton,left,large,63.8,1326,0.98,0.620,train
sock-01363,heather,green,modal,right,xl,65.7,1349,0.27,0.840,train
sock-01364,chevron,burgundy,linen,ambiguous,small,67.6,1372,0.56,0.780,train
sock-01365,argyle,charcoal,polyblend,left,medium,69.5,1395,0.85,0.670,train
sock-01366,plain,teal,bamboo,right,large,71.4,1418,0.14,0.790,train
sock-01367,dots,white,wool,ambiguous,xl,24.3,1441,0.43,0.460,train
sock-01368,stripes,coral,cotton,left,small,26.2,1464,0.72,0.540,train
sock-01369,tiny-stars,lavender,modal,right,medium,28.1,1487,0.01,0.480,train
sock-01370,ribbed,navy,linen,ambiguous,large,30.0,610,0.30,0.880,train
sock-01371,heather,yellow,polyblend,left,xl,31.9,633,0.59,0.730,train
sock-01372,chevron,black,bamboo,right,small,33.8,656,0.88,0.820,train
sock-01373,argyle,green,wool,ambiguous,medium,35.7,679,0.17,0.490,train
sock-01374,plain,burgundy,cotton,left,large,37.6,702,0.46,0.620,train
sock-01375,dots,charcoal,modal,right,xl,39.5,725,0.75,0.490,train
sock-01376,stripes,teal,linen,ambiguous,small,41.4,748,0.04,0.800,train
sock-01377,tiny-stars,white,polyblend,left,medium,43.3,771,0.33,0.670,train
sock-01378,ribbed,coral,bamboo,right,large,45.2,794,0.62,0.740,train
sock-01379,heather,lavender,wool,ambiguous,xl,47.1,817,0.91,0.550,train
sock-01380,chevron,navy,cotton,left,small,49.0,840,0.20,0.650,train
sock-01381,argyle,yellow,modal,right,medium,50.9,863,0.49,0.450,train
sock-01382,plain,black,linen,ambiguous,large,52.8,886,0.78,0.970,train
sock-01383,dots,green,polyblend,left,xl,54.7,909,0.07,0.750,train
sock-01384,stripes,burgundy,bamboo,right,small,56.6,932,0.36,0.750,train
sock-01385,tiny-stars,charcoal,wool,ambiguous,medium,58.5,955,0.65,0.560,train
sock-01386,ribbed,teal,cotton,left,large,60.4,978,0.94,0.570,train
sock-01387,heather,white,modal,right,xl,62.3,1001,0.23,0.440,train
sock-01388,chevron,coral,linen,ambiguous,small,64.2,1024,0.52,0.820,train
sock-01389,argyle,lavender,polyblend,left,medium,66.1,1047,0.81,0.710,train
sock-01390,plain,navy,bamboo,right,large,68.0,1070,0.10,0.920,train
sock-01391,dots,yellow,wool,ambiguous,xl,69.9,1093,0.39,0.570,train
sock-01392,stripes,black,cotton,left,small,71.8,1116,0.68,0.670,train
sock-01393,tiny-stars,green,modal,right,medium,24.7,1139,0.97,0.520,train
sock-01394,ribbed,burgundy,linen,ambiguous,large,26.6,1162,0.26,0.830,train
sock-01395,heather,charcoal,polyblend,left,xl,28.5,1185,0.55,0.770,train
sock-01396,chevron,teal,bamboo,right,small,30.4,1208,0.84,0.770,train
sock-01397,argyle,white,wool,ambiguous,medium,32.3,1231,0.13,0.460,train
sock-01398,plain,coral,cotton,left,large,34.2,1254,0.42,0.660,train
sock-01399,dots,lavender,modal,right,xl,36.1,1277,0.71,0.530,train
sock-01400,stripes,navy,linen,ambiguous,small,38.0,1300,0.00,0.930,train
sock-01401,tiny-stars,yellow,polyblend,left,medium,39.9,1323,0.29,0.780,train
sock-01402,ribbed,black,bamboo,right,large,41.8,1346,0.58,0.870,train
sock-01403,heather,green,wool,ambiguous,xl,43.7,1369,0.87,0.590,train
sock-01404,chevron,burgundy,cotton,left,small,45.6,1392,0.16,0.600,train
sock-01405,argyle,charcoal,modal,right,medium,47.5,1415,0.45,0.490,train
sock-01406,plain,teal,linen,ambiguous,large,49.4,1438,0.74,0.550,train
sock-01407,dots,white,polyblend,left,xl,51.3,1461,0.03,0.720,train
sock-01408,stripes,coral,bamboo,right,small,53.2,1484,0.32,0.790,train
sock-01409,tiny-stars,lavender,wool,ambiguous,medium,55.1,607,0.61,0.600,train
sock-01410,ribbed,navy,cotton,left,large,57.0,630,0.90,0.700,train
sock-01411,heather,yellow,modal,right,xl,58.9,653,0.19,0.550,train
sock-01412,chevron,black,linen,ambiguous,small,60.8,676,0.48,0.580,train
sock-01413,argyle,green,polyblend,left,medium,62.7,699,0.77,0.750,train
sock-01414,plain,burgundy,bamboo,right,large,64.6,722,0.06,0.870,train
sock-01415,dots,charcoal,wool,ambiguous,xl,66.5,745,0.35,0.610,train
sock-01416,stripes,teal,cotton,left,small,68.4,768,0.64,0.620,train
sock-01417,tiny-stars,white,modal,right,medium,70.3,791,0.93,0.490,train
sock-01418,ribbed,coral,linen,ambiguous,large,72.2,814,0.22,0.500,train
sock-01419,heather,lavender,polyblend,left,xl,25.1,837,0.51,0.810,train
sock-01420,chevron,navy,bamboo,right,small,27.0,860,0.80,0.900,train
sock-01421,argyle,yellow,wool,ambiguous,medium,28.9,883,0.09,0.570,train
sock-01422,plain,black,cotton,left,large,30.8,906,0.38,0.790,train
sock-01423,dots,green,modal,right,xl,32.7,929,0.67,0.570,train
sock-01424,stripes,burgundy,linen,ambiguous,small,34.6,952,0.96,0.510,train
sock-01425,tiny-stars,charcoal,polyblend,left,medium,36.5,975,0.25,0.820,train
sock-01426,ribbed,teal,bamboo,right,large,38.4,998,0.54,0.820,train
sock-01427,heather,white,wool,ambiguous,xl,40.3,1021,0.83,0.560,train
sock-01428,chevron,coral,cotton,left,small,42.2,1044,0.12,0.640,train
sock-01429,argyle,lavender,modal,right,medium,44.1,1067,0.41,0.530,train
sock-01430,plain,navy,linen,ambiguous,large,46.0,1090,0.70,0.680,train
sock-01431,dots,yellow,polyblend,left,xl,47.9,1113,0.99,0.830,train
sock-01432,stripes,black,bamboo,right,small,49.8,1136,0.28,0.920,train
sock-01433,tiny-stars,green,wool,ambiguous,medium,51.7,1159,0.57,0.640,train
sock-01434,ribbed,burgundy,cotton,left,large,53.6,1182,0.86,0.650,train
sock-01435,heather,charcoal,modal,right,xl,55.5,1205,0.15,0.590,train
sock-01436,chevron,teal,linen,ambiguous,small,57.4,1228,0.44,0.530,train
sock-01437,argyle,white,polyblend,left,medium,59.3,1251,0.73,0.720,train
sock-01438,plain,coral,bamboo,right,large,61.2,1274,0.02,0.910,train
sock-01439,dots,lavender,wool,ambiguous,xl,63.1,1297,0.31,0.650,train
sock-01440,stripes,navy,cotton,left,small,65.0,1320,0.60,0.750,train
sock-01441,tiny-stars,yellow,modal,right,medium,66.9,1343,0.89,0.600,train
sock-01442,ribbed,black,linen,ambiguous,large,68.8,1366,0.18,0.630,train
sock-01443,heather,green,polyblend,left,xl,70.7,1389,0.47,0.480,train
sock-01444,chevron,burgundy,bamboo,right,small,72.6,1412,0.76,0.850,train
sock-01445,argyle,charcoal,wool,ambiguous,medium,25.5,1435,0.05,0.610,train
sock-01446,plain,teal,cotton,left,large,27.4,1458,0.34,0.740,train
sock-01447,dots,white,modal,right,xl,29.3,1481,0.63,0.540,train
sock-01448,stripes,coral,linen,ambiguous,small,31.2,604,0.92,0.550,train
sock-01449,tiny-stars,lavender,polyblend,left,medium,33.1,627,0.21,0.490,train
sock-01450,ribbed,navy,bamboo,right,large,35.0,650,0.50,0.950,train
sock-01451,heather,yellow,wool,ambiguous,xl,36.9,673,0.79,0.670,train
sock-01452,chevron,black,cotton,left,small,38.8,696,0.08,0.770,train
sock-01453,argyle,green,modal,right,medium,40.7,719,0.37,0.570,train
sock-01454,plain,burgundy,linen,ambiguous,large,42.6,742,0.66,0.630,train
sock-01455,dots,charcoal,polyblend,left,xl,44.5,765,0.95,0.500,train
sock-01456,stripes,teal,bamboo,right,small,46.4,788,0.24,0.870,train
sock-01457,tiny-stars,white,wool,ambiguous,medium,48.3,811,0.53,0.610,train
sock-01458,ribbed,coral,cotton,left,large,50.2,834,0.82,0.690,train
sock-01459,heather,lavender,modal,right,xl,52.1,857,0.11,0.630,train
sock-01460,chevron,navy,linen,ambiguous,small,54.0,880,0.40,0.660,train
sock-01461,argyle,yellow,polyblend,left,medium,55.9,903,0.69,0.460,train
sock-01462,plain,black,bamboo,right,large,57.8,926,0.98,0.990,train
sock-01463,dots,green,wool,ambiguous,xl,59.7,949,0.27,0.690,train
sock-01464,stripes,burgundy,cotton,left,small,61.6,972,0.56,0.700,train
sock-01465,tiny-stars,charcoal,modal,right,medium,63.5,995,0.85,0.640,train
sock-01466,ribbed,teal,linen,ambiguous,large,65.4,1018,0.14,0.580,train
sock-01467,heather,white,polyblend,left,xl,67.3,1041,0.43,0.450,train
sock-01468,chevron,coral,bamboo,right,small,69.2,1064,0.72,0.890,train
sock-01469,argyle,lavender,wool,ambiguous,medium,71.1,1087,0.01,0.650,train
sock-01470,plain,navy,cotton,left,large,24.0,1110,0.30,0.870,train
sock-01471,dots,yellow,modal,right,xl,25.9,1133,0.59,0.650,train
sock-01472,stripes,black,linen,ambiguous,small,27.8,1156,0.88,0.680,train
sock-01473,tiny-stars,green,polyblend,left,medium,29.7,1179,0.17,0.530,train
sock-01474,ribbed,burgundy,bamboo,right,large,31.6,1202,0.46,0.900,train
sock-01475,heather,charcoal,wool,ambiguous,xl,33.5,1225,0.75,0.710,train
sock-01476,chevron,teal,cotton,left,small,35.4,1248,0.04,0.720,train
sock-01477,argyle,white,modal,right,medium,37.3,1271,0.33,0.540,train
sock-01478,plain,coral,linen,ambiguous,large,39.2,1294,0.62,0.670,train
sock-01479,dots,lavender,polyblend,left,xl,41.1,1317,0.91,0.540,train
sock-01480,stripes,navy,bamboo,right,small,43.0,1340,0.20,0.630,train
sock-01481,tiny-stars,yellow,wool,ambiguous,medium,44.9,1363,0.49,0.720,train
sock-01482,ribbed,black,cotton,left,large,46.8,1386,0.78,0.820,train
sock-01483,heather,green,modal,right,xl,48.7,1409,0.07,0.670,train
sock-01484,chevron,burgundy,linen,ambiguous,small,50.6,1432,0.36,0.610,train
sock-01485,argyle,charcoal,polyblend,left,medium,52.5,1455,0.65,0.500,train
sock-01486,plain,teal,bamboo,right,large,54.4,1478,0.94,0.620,train
sock-01487,dots,white,wool,ambiguous,xl,56.3,601,0.23,0.660,train
